 ,Area,Major,Minor,Angle
2258,600.473,29.479,25.935,104.370
2259,409.018,30.293,17.192,25.709
2260,365.505,23.100,20.146,21.541
2261,687.498,40.759,21.476,105.826
2262,217.562,17.823,15.542,79.130
2263,287.183,23.353,15.658,175.841
2264,426.423,24.674,22.004,10.618
2265,295.885,20.394,18.473,63.435
2266,356.803,23.280,19.514,45.001
2267,522.150,28.345,23.454,42.181
2268,391.613,25.724,19.383,145.831
2269,295.885,20.394,18.473,63.435
2270,452.530,24.790,23.243,140.033
2271,139.240,14.282,12.414,104.872
2272,339.398,21.003,20.575,81.870
2273,165.348,15.102,13.940,173.736
2274,426.423,29.074,18.674,112.851
2275,365.505,22.129,21.030,32.178
2276,330.695,21.350,19.721,74.207
2277,313.290,21.748,18.342,17.029
2278,417.720,26.648,19.958,66.640
2279,339.398,23.575,18.330,111.276
2280,435.125,26.488,20.916,124.061
2281,278.480,20.003,17.726,40.037
2282,165.348,15.293,13.766,72.504
2283,609.175,29.158,26.601,116.962
2284,252.373,19.151,16.779,34.872
2285,348.100,23.931,18.521,90.744
2286,443.828,26.511,21.316,90.000
2287,330.695,22.088,19.062,90.000
2288,252.373,18.494,17.375,55.305
2289,348.100,21.520,20.596,35.723
2290,409.018,24.658,21.120,79.691
2291,321.993,21.656,18.931,144.427
2292,269.778,19.926,17.238,58.826
2293,269.778,18.780,18.291,164.745
2294,583.067,29.864,24.859,84.841
2295,504.745,26.790,23.989,150.657
2296,661.390,41.733,20.179,108.227
2297,435.125,25.946,21.353,35.794
2298,304.588,20.486,18.931,0.000
2299,295.885,20.505,18.373,67.557
2300,678.795,30.870,27.997,0.000
2301,548.258,29.581,23.598,73.399
2302,391.613,23.999,20.776,55.153
2303,600.473,32.177,23.761,45.284
2304,217.562,17.823,15.542,79.130
2305,417.720,24.099,22.069,35.328
2306,313.290,21.288,18.738,125.300
2307,461.233,25.702,22.848,109.774
2308,304.588,21.477,18.057,98.472
2309,478.638,28.015,21.754,171.026
2310,269.778,19.061,18.020,59.036
2311,452.530,26.178,22.010,90.000
2312,722.308,34.145,26.934,49.924
2313,356.803,24.286,18.706,48.505
2314,313.290,22.154,18.005,73.603
2315,496.043,29.762,21.221,89.851
2316,461.233,25.474,23.053,142.232
2317,513.448,27.275,23.968,164.846
2318,208.860,17.166,15.491,75.637
2319,365.505,23.184,20.073,102.722
2320,452.530,25.102,22.953,27.409
2321,348.100,21.622,20.498,75.703
2322,356.803,25.009,18.165,19.528
2323,252.373,18.596,17.280,119.350
2324,487.340,28.601,21.695,90.359
2325,687.498,32.032,27.327,113.930
2326,478.638,26.508,22.990,149.074
2327,522.150,28.059,23.694,169.592
2328,496.043,27.662,22.832,142.208
2329,722.308,37.627,24.442,97.253
2330,678.795,30.870,27.997,0.000
2331,252.373,19.317,16.635,54.550
2332,261.075,18.747,17.732,67.178
2333,565.663,27.787,25.919,72.216
2334,600.473,32.152,23.779,91.645
2335,382.910,25.556,19.077,91.111
2336,583.067,27.722,26.780,0.000
2337,417.720,24.287,21.898,110.548
2338,400.315,23.781,21.433,33.791
2339,339.398,21.552,20.050,35.212
2340,591.770,37.934,19.862,41.062
2341,382.910,22.603,21.570,34.681
2342,678.795,33.428,25.855,73.973
2343,400.315,26.011,19.596,81.356
2344,234.968,18.519,16.155,117.421
2345,574.365,31.546,23.182,24.863
2346,583.067,35.858,20.704,29.204
2347,391.613,23.903,20.860,53.331
2348,661.390,40.001,21.052,121.657
2349,278.480,22.087,16.053,103.716
2350,609.175,32.734,23.695,56.434
2351,409.018,24.658,21.120,39.460
2352,469.935,26.204,22.834,37.467
2353,313.290,21.748,18.342,107.029
2354,461.233,25.302,23.210,46.511
2355,261.075,19.065,17.436,55.633
2356,504.745,29.159,22.040,62.912
2357,600.473,30.697,24.906,73.680
2358,530.853,27.089,24.952,60.993
2359,365.505,22.865,20.353,127.487
2360,174.050,15.907,13.931,69.872
2361,304.588,24.044,16.129,31.771
2362,443.828,24.914,22.682,50.137
2363,200.158,16.028,15.900,0.000
2364,130.537,13.689,12.141,75.964
2365,435.125,25.329,21.873,105.247
2366,435.125,24.157,22.934,90.000
2367,391.613,25.007,19.939,26.453
2368,452.530,26.193,21.997,177.060
2369,174.050,15.491,14.306,26.565
